S3_ID,Stack,Solution Theme,Solution,L3:DXC_ID,L3:Offering Family,L4:DXC_ID,L4:DXC Major Offering,DXC_ID,DXC Sub Offering,JUMLA_ID,Status:Title,Item Type,Path
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1127,Cornerstone OnDemand Solutions,10446,DXC Application Management Services for Cornerstone OnDemand,107-1127-10446,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1127,Cornerstone OnDemand Solutions,10447,DXC Implementation and Transformation Services for Cornerstone OnDemand,107-1127-10447,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1127,Cornerstone OnDemand Solutions,10721,DXC Platform Solutions for Cornerstone OnDemand,107-1127-10721,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1036,Enterprise and Cloud Apps Advisory,10716,Enterprise and Cloud Apps Advisory - PLACE HOLDER,107-1036-10716,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1128,IBM Solutions,10073,DXC Enterprise Asset Solutions with IBM Maximo,107-1128-10073,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1128,IBM Solutions,10077,DXC Cognitive Solutions with IBM Watson,107-1128-10077,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1128,IBM Solutions,10080,DXC Digital Application Solutions for IBM Platforms,107-1128-10080,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1128,IBM Solutions,10083,DXC Digital Data Solutions for IBM Platforms,107-1128-10083,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1128,IBM Solutions,10225,QuickStarts-DXC Data Analytics Accelerator for IBM Watson,107-1128-10225,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1128,IBM Solutions,10229,QuickStarts-DXC Hybrid Data Ecosystem,107-1128-10229,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1128,IBM Solutions,10448,DXC Connected Enteprise Solutions with IBM Watson,107-1128-10448,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1128,IBM Solutions,10449,DXC Software Licensing and Managed Support Solutions for IBM,107-1128-10449,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10223,QuickStarts-DXC Cloud Migration Services for Dynamics 365 for Customer Engagement,107-1061-10223,Archived,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10224,QuickStarts-DXC Cloud Migration Services for Dynamics 365 for Finance and Operations,107-1061-10224,Archived,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10233,QuickStarts-DXC Security for SQL Server,107-1061-10233,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10304,DXC Concerto Cloud Services for Microsoft,107-1061-10304,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10308,DXC Banking Solutions for Microsoft Dynamics 365 ,107-1061-10308,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10309,DXC Managed Services for Microsoft Dynamics,107-1061-10309,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10311,DXC Health360,107-1061-10311,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10312,DXC Solutions for Microsoft Dynamics 365,107-1061-10312,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10321,DXC Smart Government Solutions for Microsoft Dynamics 365,107-1061-10321,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10783,DXC Retail Solutions for Microsoft Dynamics 365,107-1061-10783,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1008,Applications,Modernized Applications,MS Dynamics,107,Enterprise and Cloud Apps,1061,Microsoft Dynamics Solutions,10784,DXC Manufacturing Solutions for Microsoft Dynamics 365,107-1061-10784,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10085,DXC Digital Finance and Procurement for Oracle Cloud,107-1074-10085,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10088,DXC Digital Transformation Assessment for Oracle,107-1074-10088,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10092,DXC Digital Workforce for Oracle Cloud,107-1074-10092,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10230,QuickStarts-DXC Migration Services for Oracle Cloud,107-1074-10230,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10314,DXC Migration Services for Oracle Cloud ,107-1074-10314,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10450,DXC GDPR Services for Oracle Cloud,107-1074-10450,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10453,DXC Supply Chain Management for Oracle Cloud,107-1074-10453,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10454,DXC Transportation Management for Oracle Cloud,107-1074-10454,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10611,DXC Services for Oracle NetSuite,107-1074-10611,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10623,DXC Red Beverage for Oracle,107-1074-10623,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10626,QuickStarts-DXC GDPR Services for Oracle Cloud,107-1074-10626,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10735,DXC Campus Solutions for Oracle,107-1074-10735,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10736,DXC Services for JD Edwards,107-1074-10736,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10737,DXC Services for PeopleSoft,107-1074-10737,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10738,DXC Services for Siebel,107-1074-10738,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10740,DXC Services for eBusiness Suite,107-1074-10740,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10741,DXC Services for Oracle On-Premise Technology,107-1074-10741,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10742,DXC Applications Management as a Service for Oracle,107-1074-10742,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10746,DXC EPM - Planning and Budgeting Cloud for Oracle,107-1074-10746,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10747,DXC Platform Services for Oracle,107-1074-10747,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10778,DXC Intelligent Supply Chain Modernization for Oracle Cloud,107-1074-10778,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10779,DXC Finance Modernization for Oracle Cloud,107-1074-10779,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10780,DXC Modernization Assessment for Oracle Cloud,107-1074-10780,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10781,DXC Applications Migration for Oracle Cloud,107-1074-10781,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1012,Applications,Modernized Applications,Oracle Applications,107,Enterprise and Cloud Apps,1074,Oracle Solutions,10782,DXC Workload Migration for Oracle Cloud,107-1074-10782,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1010,Applications,Modernized Applications,Salesforce,107,Enterprise and Cloud Apps,1129,Salesforce Solutions,10096,DXC Implementation and Transformation for Salesforce,107-1129-10096,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1010,Applications,Modernized Applications,Salesforce,107,Enterprise and Cloud Apps,1129,Salesforce Solutions,10222,QuickStarts-DXC Blueprint for Salesforce Lightning,107-1129-10222,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1010,Applications,Modernized Applications,Salesforce,107,Enterprise and Cloud Apps,1129,Salesforce Solutions,10227,QuickStarts-DXC Healthcheck for Salesforce,107-1129-10227,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1010,Applications,Modernized Applications,Salesforce,107,Enterprise and Cloud Apps,1129,Salesforce Solutions,10455,DXC Application Management Services for Salesforce,107-1129-10455,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10098,DXC Project Services for SAP Procurement,107-1083-10098,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10102,DXC Project Services for SAP S/4HANA,107-1083-10102,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10288,DXC Project Services for SAP Intelligent Customer Experience,107-1083-10288,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10300,DXC Intelligent Application Operations for SAP ECC,107-1083-10300,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10343,DXC Project Services for SAP Human Experience Management,107-1083-10343,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10345,DXC Project Services for SAP Supply Chain,107-1083-10345,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10456,DXC Intelligent Application Operations for SAP S/4HANA,107-1083-10456,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10754,DXC Licenses for SAP,107-1083-10754,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10755,DXC Energy and Utilities for SAP,107-1083-10755,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10756,DXC Consumer Industries and Retail for SAP,107-1083-10756,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10757,DXC Aerospace and Defense for SAP,107-1083-10757,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10758,DXC Insurance for SAP,107-1083-10758,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10759,DXC Banking for SAP,107-1083-10759,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10760,DXC Manufacturing for SAP,107-1083-10760,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10761,"DXC Travel, Transportation, and Hospitality for SAP",107-1083-10761,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10762,DXC Public Sector for SAP,107-1083-10762,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10763,DXC Intelligent Application Operations for SAP SuccessFactors,107-1083-10763,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10764,DXC Project Services for SAP Finance ,107-1083-10764,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10765,DXC Project Services for SAP ECC ,107-1083-10765,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10766,DXC Project Services for SAP Intelligent Asset Management,107-1083-10766,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10767,DXC Healthcare and Life Sciences for SAP,107-1083-10767,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10768,DXC smartShift Licenses and Services,107-1083-10768,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1011,Applications,Modernized Applications,SAP Applications,107,Enterprise and Cloud Apps,1083,SAP Solutions,10772,DXC Intelligent Application Operations for SAP C/4HANA,107-1083-10772,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10106,DXC ITSM Implementation and Transformation for ServiceNow,107-1086-10106,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10107,DXC Managed Services for ServiceNow,107-1086-10107,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10458,DXC Advisory Services for ServiceNow,107-1086-10458,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10459,DXC IT Asset and Operations Management for ServiceNow,107-1086-10459,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10460,DXC License Optimization and Procurement for ServiceNow,107-1086-10460,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10461,DXC Corporate Incident Response for ServiceNow,107-1086-10461,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10739,DXC Services for IOTA,107-1086-10739,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10774,DXC HR for ServiceNow,107-1086-10774,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1009,Applications,Modernized Applications,ServiceNow,107,Enterprise and Cloud Apps,1086,ServiceNow Solutions,10776,DXC Security Operations for ServiceNow,107-1086-10776,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1035,Workday Solutions,10072,DXC Application Management Services for Workday,107-1035-10072,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1035,Workday Solutions,10097,DXC Implementation and Transformation for Workday,107-1035-10097,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1035,Workday Solutions,10228,QuickStarts-DXC Healthcheck for Workday,107-1035-10228,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1005,Applications,Modernized Applications,App Modernization,107,Enterprise and Cloud Apps,1035,Workday Solutions,10231,Workday Solutions and Services,107-1035-10231,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1013,Banking Advisory,10462,Banking Advisory - PLACE HOLDER,108-1013-10462,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1024,Core Banking,10002,Accounting Data Dispatcher (ADD),108-1024-10002,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1024,Core Banking,10029,Celeriti,108-1024-10029,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1024,Core Banking,10046,COMETS,108-1024-10046,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1024,Core Banking,10142,GRC-CSC GATE & FATCA,108-1024-10142,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1024,Core Banking,10172,iBS - FAIR,108-1024-10172,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1024,Core Banking,10463,DXC Celeriti Digital Banking,108-1024-10463,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1024,Core Banking,10464,DXC Celeriti Hogan Core Modernization,108-1024-10464,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1024,Core Banking,10465,DXC Celeriti Hogan Core,108-1024-10465,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1054,Lending,10006,DXC Celeriti AIMS,108-1054-10006,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1054,Lending,10120,DXC Celeriti EarlyResolution,108-1054-10120,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1054,Lending,10732,DXC Celeriti Loans,108-1054-10732,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1054,Lending,10733,DXC Celeriti Hogan Loans,108-1054-10733,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1076,Payments,10026,DXC Celeriti ? CAMS,108-1076-10026,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1076,Payments,10031,CheckVision,108-1076-10031,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1076,Payments,10052,DXC Celeriti Boomerang,108-1076-10052,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1076,Payments,10323,DXC Celeriti - ePayments,108-1076-10323,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1076,Payments,10471,DXC Celeriti Global Payment Transaction Solutions ,108-1076-10471,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1076,Payments,10731,DXC Business Exchange Services ,108-1076-10731,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
11-101-1001,Analytics & Engineering,Digitally Engineered Enterprise,Engineering,108,IS&S Banking,1076,Payments,10734,DXC Celeriti-Boomerang,108-1076-10734,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1095,Commercial Payer Solutions,10472,Open Health Core,109-1095-10472,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1095,Commercial Payer Solutions,10669,DXC Xuber Health,109-1095-10669,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10039,ClearSpan,109-1096-10039,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
